iid,airline,origin,aircraft,impact,flight_date,damage,num_birds,bird_size,sky_conditions,altitude_ft,heavy_flag
207669,PSA AIRLINES,Pennsylvania,DORNIER 328,None,1/14/01 0:00,No damage,10,Medium,Some Cloud,200,No
209401,BUSINESS,Alabama,LEARJET-60,Other,1/14/01 0:00,Caused damage,3,Large,No Cloud,0,No
205491,HAWAIIAN AIR,Hawaii,DC-9-50,None,1/15/01 0:00,No damage,10,Small,Some Cloud,50,No
203661,SOUTHWEST AIRLINES,California,B-737-700,None,1/15/01 0:00,No damage,5,Small,No Cloud,0,Yes
207968,UPS AIRLINES,California,B-767,None,1/16/01 0:00,No damage,2,Medium,No Cloud,200,Yes
207182,HAWAIIAN AIR,Hawaii,DC-9-50,None,1/16/01 0:00,No damage,5,Small,Some Cloud,0,No
5026,MILITARY,Texas,AT-38B,Precautionary Landing,1/16/01 0:00,No damage,2,Medium,Some Cloud,800,No
210048,SOUTHWEST AIRLINES,California,B-737-300,None,1/17/01 0:00,No damage,9,Medium,No Cloud,"2,000",Yes
207068,US AIRWAYS*,DC,B-737-300,None,1/19/01 0:00,No damage,6,Medium,Overcast,100,Yes
200510,MESABA AIRLINES,Mississippi,BA-146,None,1/23/01 0:00,No damage,6,Small,Some Cloud,100,No
212461,US AIRWAYS*,Pennsylvania,B-737-300,None,1/24/01 0:00,No damage,4,Small,No Cloud,50,Yes
4469,MILITARY,South Carolina,C-17A,None,1/28/01 0:00,No damage,10,Medium,No Cloud,400,No
212906,SKYWEST AIRLINES,Utah,CL-RJ100/200,None,1/29/01 0:00,No damage,8,Small,Some Cloud,0,No
207835,AMERICAN AIRLINES,Louisiana,MD-82,None,2/2/01 0:00,No damage,7,Small,Overcast,200,No
203883,TRANS WORLD AIRLINES,Missouri,DC-9-30,None,2/2/01 0:00,Caused damage,3,Medium,No Cloud,10,No
200567,AMERICAN AIRLINES,N/A,B-777-200,None,2/6/01 0:00,No damage,4,Medium,No Cloud,100,No
5245,MILITARY,South Carolina,C-17A,None,2/7/01 0:00,No damage,8,Medium,No Cloud,0,No
203066,ALASKA AIRLINES,California,B-737,None,2/8/01 0:00,No damage,4,Medium,No Cloud,100,Yes
207360,BUSINESS,California,PA-28,None,2/9/01 0:00,Caused damage,8,Large,Some Cloud,"1,000",No
206621,HAWAIIAN AIR,Hawaii,DC-9-50,None,2/10/01 0:00,No damage,9,Small,Overcast,0,No
204178,BUSINESS,Utah,RKWL SABRLNR,None,2/12/01 0:00,No damage,9,Small,Overcast,0,No
209773,BUSINESS,New Hampshire,CL-601/604,None,2/14/01 0:00,No damage,7,Small,Some Cloud,0,No
202780,AMERICAN AIRLINES,Texas,MD-82,None,2/20/01 0:00,No damage,6,Small,Some Cloud,400,No
206163,HAWAIIAN AIR,Hawaii,DC-9-50,None,2/27/01 0:00,No damage,3,Small,Some Cloud,0,No
206943,FRONTIER AIRLINES,Colorado,B-737-300,None,2/27/01 0:00,Caused damage,10,Large,Some Cloud,300,Yes
210557,CONTINENTAL AIRLINES,Texas,B-737-800,None,3/3/01 0:00,No damage,9,Small,Overcast,0,Yes
6955,MILITARY,Texas,T-38A,Precautionary Landing,3/5/01 0:00,No damage,3,Medium,No Cloud,"1,800",No
210390,DELTA AIR LINES,Florida,B-767-400,None,3/6/01 0:00,No damage,2,Small,No Cloud,200,Yes
209544,ALASKA AIRLINES,California,B-737-400,Precautionary Landing,3/6/01 0:00,Caused damage,5,Medium,Some Cloud,"8,000",Yes
209264,MESABA AIRLINES,Tennessee,AVRO RJ 85,None,3/7/01 0:00,Caused damage,9,Medium,No Cloud,"1,000",No
205481,US AIRWAYS*,North Carolina,A-319,Precautionary Landing,3/9/01 0:00,Caused damage,2,Medium,Some Cloud,0,No
201737,SOUTHWEST AIRLINES,New York,B-737-700,None,3/10/01 0:00,No damage,2,Small,No Cloud,0,Yes
208492,US AIRWAYS*,New York,FOKKER F100,None,3/11/01 0:00,No damage,7,Small,Some Cloud,0,No
206240,US AIRWAYS*,New York,B-737-200,None,3/12/01 0:00,No damage,2,Medium,Overcast,"1,200",Yes
206239,AMERICAN AIRLINES,Texas,FOKKER F100,None,3/12/01 0:00,Caused damage,5,Large,Some Cloud,"2,000",No
206706,BUSINESS,Washington,LEARJET-35,None,3/18/01 0:00,Caused damage,8,Large,Overcast,0,No
205030,BUSINESS,Iowa,DA-10 FALCON,None,3/20/01 0:00,Caused damage,7,Medium,Some Cloud,"1,000",No
200321,MESA AIRLINES,Iowa,CL-RJ100/200,None,3/23/01 0:00,No damage,9,Medium,No Cloud,200,No
211303,AIR CANADA,DC,A-319,None,3/25/01 0:00,No damage,5,Small,No Cloud,"1,200",No
202798,PRIVATELY OWNED,Oregon,IAI-1124,None,3/28/01 0:00,No damage,9,Large,Overcast,55,No
210599,CONTINENTAL AIRLINES,Texas,B-757-200,None,4/5/01 0:00,No damage,4,Small,Overcast,100,Yes
206608,AMERICA WEST AIRLINES,Georgia,A-320,Precautionary Landing,4/13/01 0:00,Caused damage,9,Medium,Some Cloud,0,No
210461,ATLANTIC COAST AIRLINES,Pennsylvania,BA-31 JETSTR,None,4/14/01 0:00,No damage,8,Medium,No Cloud,0,No
207300,DELTA AIR LINES,DC,B-757-200,None,4/16/01 0:00,No damage,7,Medium,Overcast,20,Yes
209266,SKYWEST AIRLINES,California,EMB-120,None,4/16/01 0:00,No damage,10,Medium,No Cloud,200,No
203023,AIR MIDWEST,Missouri,BE-1900,None,4/20/01 0:00,No damage,5,Small,Some Cloud,50,No
212723,UPS AIRLINES,Connecticut,B-757-200,None,4/23/01 0:00,No damage,7,Medium,No Cloud,"1,500",Yes
208857,DELTA AIR LINES,Indiana,B-737-200,Precautionary Landing,4/29/01 0:00,No damage,2,Small,No Cloud,10,Yes
209813,AMERICAN EAGLE AIRLINES,New York,SAAB-340,None,4/30/01 0:00,Caused damage,10,Medium,Some Cloud,0,No
211775,US AIRWAYS*,California,A-319,Precautionary Landing,5/3/01 0:00,Caused damage,8,Medium,No Cloud,700,No
203423,AIR CARGO CARRIERS,West Virginia,SHORTS 360,None,5/12/01 0:00,No damage,3,Large,Overcast,0,No
209113,DELTA AIR LINES,Kentucky,B-727,None,5/14/01 0:00,No damage,5,Small,No Cloud,20,No
206021,EMERY WORLDWIDE,Ohio,DC-8-70,None,5/18/01 0:00,No damage,9,Small,Some Cloud,"2,000",No
210343,BUSINESS,West Virginia,BE-200 KING,None,5/19/01 0:00,No damage,3,Small,Overcast,0,No
3504,MILITARY,Louisiana,B-52H,Precautionary Landing,5/23/01 0:00,No damage,8,Medium,No Cloud,"1,800",No
207259,AMERICAN AIRLINES,Texas,B-727-200,None,5/28/01 0:00,No damage,10,Small,No Cloud,0,No
205603,SOUTHWEST AIRLINES,Illinois,B-737-300,None,5/28/01 0:00,No damage,8,Medium,Overcast,50,Yes
210658,MESABA AIRLINES,Ohio,SAAB-340,None,5/31/01 0:00,No damage,7,Large,No Cloud,700,No
210055,SKYWEST AIRLINES,Utah,CL-RJ100/200,Precautionary Landing,6/3/01 0:00,No damage,10,Medium,Overcast,200,No
207077,NORTHWEST AIRLINES,Michigan,B-727-200,None,6/7/01 0:00,No damage,2,Medium,No Cloud,0,No
207563,UPS AIRLINES,New Jersey,A-300,None,6/8/01 0:00,Caused damage,5,Large,No Cloud,150,No
214259,US AIRWAYS*,Georgia,MD-82,None,6/10/01 0:00,No damage,7,Small,Overcast,0,No
209020,ALOHA AIRLINES,Hawaii,B-737-200,None,6/11/01 0:00,No damage,3,Small,Some Cloud,0,Yes
208151,FEDEX EXPRESS,N/A,A-310,None,6/11/01 0:00,No damage,10,Small,Some Cloud,200,No
205386,US AIRWAYS*,Florida,B-737-200,Aborted Take-off,6/13/01 0:00,Caused damage,2,Small,Some Cloud,0,Yes
208558,BUSINESS,Oklahoma,HAWKER 800,None,6/14/01 0:00,No damage,10,Small,Overcast,0,No
6465,MILITARY,South Carolina,C-17A,None,6/14/01 0:00,No damage,9,Small,No Cloud,0,No
209067,BUSINESS,Georgia,C-172,None,6/15/01 0:00,No damage,7,Small,Some Cloud,50,No
203413,BUSINESS,Utah,PILATUS PC12,None,6/18/01 0:00,Caused damage,8,Medium,No Cloud,700,No
209857,CONTINENTAL AIRLINES,Alaska,B-757-200,None,6/21/01 0:00,No damage,10,Medium,Some Cloud,"1,500",Yes
209348,ALOHA AIRLINES,Hawaii,B-737-200,None,6/27/01 0:00,No damage,8,Small,Some Cloud,0,Yes
206976,DELTA AIR LINES,Florida,MD-88,None,6/30/01 0:00,No damage,7,Small,Some Cloud,0,No
4090,MILITARY,South Carolina,C-17A,Precautionary Landing,7/2/01 0:00,No damage,5,Medium,Some Cloud,50,No
201413,US AIRWAYS*,Georgia,FOKKER F100,None,7/4/01 0:00,No damage,3,Medium,No Cloud,0,No
209394,AMERICAN AIRLINES,Quebec,FOKKER F100,None,7/4/01 0:00,No damage,3,Small,No Cloud,30,No
4465,MILITARY,South Carolina,C-21A,Aborted Take-off,7/7/01 0:00,No damage,5,Medium,No Cloud,0,No
4091,MILITARY,South Carolina,C-21A,Aborted Take-off,7/7/01 0:00,No damage,2,Medium,Some Cloud,0,No
207392,COMAIR AIRLINES,Florida,CL-RJ100/200,None,7/8/01 0:00,No damage,4,Medium,No Cloud,0,No
215844,ALASKA AIRLINES,Alaska,B-737-200,None,7/9/01 0:00,No damage,4,Large,Overcast,25,Yes
213309,ATLANTIC COAST AIRLINES,DC,BA-31 JETSTR,None,7/9/01 0:00,No damage,9,Small,No Cloud,10,No
206794,DELTA AIR LINES,Kentucky,MD-80,None,7/10/01 0:00,No damage,6,Medium,Some Cloud,50,No
212204,MID-ATLANTIC FREIGHT,Florida,C-208,None,7/11/01 0:00,No damage,4,Small,Some Cloud,50,No
208170,BUSINESS,Delaware,CL-600,None,7/11/01 0:00,Caused damage,9,Medium,Some Cloud,"1,000",No
203106,NORTHWEST AIRLINES,Pennsylvania,DC-9,None,7/12/01 0:00,No damage,10,Small,Some Cloud,0,No
210876,BUSINESS,Georgia,DA-900,None,7/12/01 0:00,Caused damage,8,Small,No Cloud,10,No
209578,PINNACLE,Mississippi,SAAB-340,Aborted Take-off,7/14/01 0:00,No damage,10,Small,No Cloud,0,No
207269,AMERICAN EAGLE AIRLINES,Texas,EMB-145,None,7/14/01 0:00,No damage,3,Small,Some Cloud,"1,000",No
209885,TRANS WORLD AIRLINES,Connecticut,MD-83,None,7/16/01 0:00,No damage,10,Small,No Cloud,50,No
206460,ALOHA AIRLINES,Hawaii,B-737-200,None,7/16/01 0:00,No damage,5,Small,Some Cloud,50,Yes
209112,AMERICAN AIRLINES,Texas,FOKKER F100,None,7/23/01 0:00,No damage,5,Small,No Cloud,30,No
208038,EXECUTIVE JET AVIATION,Ohio,C-560,Aborted Take-off,7/24/01 0:00,No damage,4,Small,Some Cloud,0,No
210985,UNKNOWN,Kentucky,DORNIER 328,None,7/25/01 0:00,No damage,2,Small,Some Cloud,300,No
210886,NORTHWEST AIRLINES,Mississippi,DC-9,None,7/26/01 0:00,No damage,7,Small,Overcast,0,No
206696,AMERICAN EAGLE AIRLINES,Illinois,EMB-145,None,7/28/01 0:00,No damage,3,Small,Some Cloud,10,No
210368,US AIRWAYS*,Pennsylvania,B-737-300,None,7/28/01 0:00,Caused damage,5,Large,Overcast,50,Yes
209732,AMERICAN AIRLINES,California,B-757-200,None,7/28/01 0:00,Caused damage,7,Medium,No Cloud,"2,600",Yes
211137,BUSINESS,Alabama,LEARJET-45,None,7/30/01 0:00,No damage,6,Small,Overcast,15,No
208419,GREAT LAKES AIRLINES,North Dakota,BE-1900,None,7/31/01 0:00,No damage,9,Small,Some Cloud,0,No
213445,JETBLUE AIRWAYS,New York,A-320,None,7/31/01 0:00,No damage,6,Small,Some Cloud,0,No
206813,BUSINESS,New Hampshire,GULFAERO IV,None,8/10/01 0:00,No damage,9,Small,Overcast,0,No
210796,AMERICAN AIRLINES,Texas,MD-80,None,8/10/01 0:00,Caused damage,3,Small,Overcast,20,No
208823,AMERICAN AIRLINES,Texas,B-757-200,None,8/11/01 0:00,No damage,8,Small,No Cloud,0,Yes
204392,PINNACLE,Florida,CL-RJ100/200,None,8/12/01 0:00,No damage,6,Small,Overcast,0,No
211389,SOUTHWEST AIRLINES,Alabama,B-737,None,8/12/01 0:00,No damage,4,Small,Overcast,0,Yes
209343,ABX AIR,Ohio,DC-9-40,None,8/13/01 0:00,No damage,10,Medium,No Cloud,50,No
210192,AMERICAN AIRLINES,Texas,FOKKER F100,None,8/13/01 0:00,No damage,10,Small,Overcast,0,No
210408,MESA AIRLINES,Maryland,CL-RJ100/200,None,8/13/01 0:00,No damage,10,Small,Overcast,50,No
209838,US AIRWAYS*,Pennsylvania,B-737-400,Other,8/13/01 0:00,No damage,7,Medium,Overcast,0,Yes
5960,MILITARY,Louisiana,B-52H,None,8/13/01 0:00,No damage,9,Small,No Cloud,0,No
209410,CCAIR,North Carolina,DHC8 DASH 8,None,8/14/01 0:00,No damage,4,Small,Some Cloud,20,No
209947,AMERICAN AIRLINES,Minnesota,FOKKER F100,None,8/14/01 0:00,No damage,6,Small,No Cloud,0,No
213967,BUSINESS,Alabama,C-560,None,8/15/01 0:00,No damage,2,Small,No Cloud,0,No
211739,BUSINESS,Indiana,CITATION X,None,8/15/01 0:00,No damage,5,Medium,Some Cloud,100,No
213559,BUSINESS,Kentucky,CL-601/604,None,8/15/01 0:00,No damage,9,Small,No Cloud,0,No
215869,SOUTHWEST AIRLINES,California,B-737-300,None,8/15/01 0:00,No damage,9,Small,No Cloud,0,Yes
212359,CONTINENTAL AIRLINES,New Jersey,B-737-500,None,8/16/01 0:00,No damage,5,Small,Some Cloud,150,Yes
211306,ALASKA AIRLINES,Washington,MD-82,None,8/16/01 0:00,No damage,7,Medium,No Cloud,500,No
208190,BUSINESS,North Carolina,C-172,None,8/16/01 0:00,No damage,8,Small,Some Cloud,0,No
204943,US AIRWAYS*,Pennsylvania,B-737-300,None,8/16/01 0:00,No damage,6,Small,Overcast,500,Yes
202928,HORIZON AIR,Washington,DHC8 DASH 8,None,8/17/01 0:00,No damage,5,Small,Some Cloud,0,No
207184,GOVERNMENT,California,LOCKHEED C-130,Precautionary Landing,8/17/01 0:00,No damage,2,Small,No Cloud,10,No
211940,AMERICAN AIRLINES,Illinois,FOKKER F100,None,8/18/01 0:00,No damage,10,Small,Overcast,0,No
210982,BUSINESS,North Carolina,CITATION II,None,8/18/01 0:00,No damage,10,Small,Some Cloud,0,No
212679,COMAIR AIRLINES,Pennsylvania,CL-RJ100/200,None,8/18/01 0:00,No damage,5,Small,Some Cloud,0,No
212703,NORTHWEST AIRLINES,Tennessee,DC-9,None,8/19/01 0:00,No damage,8,Medium,No Cloud,50,No
211975,BUSINESS,Connecticut,IAI 1126,None,8/19/01 0:00,No damage,3,Small,Some Cloud,10,No
206981,AMERICAN AIRLINES,New York,FOKKER F100,None,8/20/01 0:00,No damage,3,Medium,No Cloud,50,No
235357,ALASKA AIRLINES,Washington,B-737,None,8/20/01 0:00,No damage,10,Small,Some Cloud,0,Yes
208602,SOUTHWEST AIRLINES,Texas,B-737,None,8/25/01 0:00,Caused damage,4,Large,No Cloud,400,Yes
210457,HAWAIIAN AIR,Hawaii,B-717-200,None,8/25/01 0:00,No damage,7,Small,Some Cloud,0,No
211995,TRANSMERIDIAN AIRLINES,Maryland,B-727-200,None,8/27/01 0:00,No damage,3,Large,Some Cloud,0,No
213257,BUSINESS,Kentucky,C-650,None,8/27/01 0:00,No damage,2,Medium,Some Cloud,0,No
209932,BUSINESS,Georgia,C-560,Aborted Take-off,8/28/01 0:00,Caused damage,10,Large,Some Cloud,0,No
209916,BUSINESS,Connecticut,IAI 1126,None,8/28/01 0:00,No damage,8,Small,Some Cloud,10,No
207681,UNITED AIRLINES,Pennsylvania,B-737-200,Aborted Take-off,8/29/01 0:00,No damage,4,Medium,No Cloud,0,Yes
209435,CONTINENTAL AIRLINES,New Jersey,MD-80,None,8/30/01 0:00,No damage,8,Small,Overcast,50,No
202785,US AIRWAYS*,South Carolina,B-737-400,None,8/31/01 0:00,No damage,2,Small,No Cloud,0,Yes
5396,MILITARY,South Carolina,C-17A,Aborted Take-off,8/31/01 0:00,No damage,4,Small,No Cloud,0,No
210415,ALLEGHENYAIRLINES,Virginia,DHC8 DASH 8,None,9/1/01 0:00,No damage,7,Small,Overcast,0,No
211088,UNITED AIRLINES,DC,B-777-200,None,9/3/01 0:00,No damage,5,Small,No Cloud,0,No
212711,BUSINESS,Connecticut,BE-90  KING,None,9/4/01 0:00,Caused damage,4,Large,Some Cloud,150,No
210692,UNITED AIRLINES,Texas,A-319,None,9/4/01 0:00,Caused damage,4,Small,Overcast,0,No
210690,BERING AIR,Alaska,PA-31 NAVAJO,Precautionary Landing,9/4/01 0:00,No damage,6,Medium,Some Cloud,250,No
210267,AMERICAN AIRLINES,Texas,B-757-200,None,9/4/01 0:00,No damage,10,Small,Overcast,0,Yes
4344,MILITARY,South Carolina,C-17A,Precautionary Landing,9/4/01 0:00,No damage,9,Medium,Some Cloud,0,No
203435,BUSINESS,Indiana,SAAB-340,None,9/6/01 0:00,No damage,7,Small,No Cloud,0,No
209447,BUSINESS,California,C-210 CENTUR,None,9/7/01 0:00,No damage,8,Small,Overcast,0,No
207429,PRIVATELY OWNED,Ohio,PA-28,Aborted Take-off,9/7/01 0:00,Caused damage,2,Medium,Some Cloud,0,No
210238,UNITED AIRLINES,California,B-737-500,None,9/7/01 0:00,No damage,4,Small,No Cloud,5,Yes
214801,SOUTHWEST AIRLINES,Tennessee,B-737,None,9/8/01 0:00,No damage,4,Small,Some Cloud,200,Yes
210889,AMERICAN AIRLINES,Illinois,B-737-800,None,9/8/01 0:00,No damage,2,Small,No Cloud,0,Yes
210704,US AIRWAYS*,Pennsylvania,FOKKER F100,None,9/9/01 0:00,No damage,3,Small,No Cloud,0,No
202876,BUSINESS,Alabama,CITATION II,None,9/9/01 0:00,No damage,9,Small,Some Cloud,50,No
211386,US AIRWAYS*,Pennsylvania,FOKKER F100,None,9/9/01 0:00,No damage,5,Small,Some Cloud,0,No
210073,SOUTHWEST AIRLINES,Texas,B-737-300,None,9/9/01 0:00,No damage,8,Small,Some Cloud,"4,500",Yes
209851,BUSINESS,Michigan,BE-200 KING,None,9/9/01 0:00,Caused damage,10,Large,Some Cloud,10,No
207937,US AIRWAYS*,Virginia,DHC8 DASH 8,Aborted Take-off,9/10/01 0:00,Caused damage,5,Large,No Cloud,0,No
210976,US AIRWAYS*,Vermont,B-737-300,None,9/16/01 0:00,No damage,5,Medium,No Cloud,0,Yes
205252,US AIRWAYS*,Missouri,MD-80,None,9/19/01 0:00,No damage,3,Small,No Cloud,0,No
216112,PIEDMONT AIRLINES,West Virginia,DHC8 DASH 8,None,9/20/01 0:00,No damage,8,Large,Overcast,50,No
211580,AMERICAN EAGLE AIRLINES,Texas,ATR-72,None,9/22/01 0:00,No damage,4,Small,Some Cloud,100,No
209172,DELTA AIR LINES,Colorado,B-757-200,None,9/22/01 0:00,Caused damage,2,Small,No Cloud,300,Yes
210380,UNITED AIRLINES,Missouri,B-737-300,None,9/25/01 0:00,No damage,3,Small,No Cloud,0,Yes
211103,COMAIR AIRLINES,Wisconsin,CL-RJ100/200,Precautionary Landing,9/25/01 0:00,No damage,5,Small,Some Cloud,0,No
212452,PSA AIRLINES,Pennsylvania,DORNIER 328,None,9/25/01 0:00,No damage,2,Small,No Cloud,100,No
210246,AMERICAN EAGLE AIRLINES,New York,SAAB-340,None,9/27/01 0:00,Caused damage,6,Small,Overcast,40,No
213201,PENAIR,Alaska,SA227 AC METRO III,None,9/28/01 0:00,No damage,8,Large,Overcast,0,No
207251,TRANS WORLD AIRLINES,New York,B-757-200,None,9/29/01 0:00,No damage,5,Large,Overcast,0,Yes
211721,TACA INTL AIRLINES,New York,A-320,Aborted Take-off,9/29/01 0:00,No damage,8,Medium,Some Cloud,0,No
206213,ALASKA AIRLINES,Alaska,B-737-200,Precautionary Landing,9/30/01 0:00,Caused damage,9,Large,No Cloud,50,Yes
207838,HAWAIIAN AIR,Hawaii,B-717-200,None,9/30/01 0:00,No damage,7,Small,No Cloud,0,No
212511,BUSINESS,Alabama,IAI-1124,None,10/2/01 0:00,No damage,10,Small,No Cloud,50,No
210104,DELTA AIR LINES,Massachusetts,B-737-200,Aborted Take-off,10/4/01 0:00,No damage,4,Small,No Cloud,0,Yes
212487,AMERICAN AIRLINES,Texas,MD-80,None,10/10/01 0:00,No damage,4,Small,Overcast,0,No
214142,ATLANTIC COAST AIRLINES,Rhode Island,CL-RJ100/200,None,10/11/01 0:00,No damage,4,Small,No Cloud,100,No
206531,PRIVATELY OWNED,California,RKWL SHRIKE,Aborted Take-off,10/12/01 0:00,No damage,5,Small,Some Cloud,0,No
212230,ATLANTIC SOUTHEAST,Texas,CL-RJ100/200,None,10/12/01 0:00,No damage,7,Medium,No Cloud,"5,000",No
212067,MESABA AIRLINES,Ohio,AVRO RJ 85,None,10/12/01 0:00,No damage,9,Small,Overcast,0,No
209658,BUSINESS,New York,DA-900,None,10/13/01 0:00,No damage,9,Medium,Overcast,"3,500",No
207889,ALOHA AIRLINES,Hawaii,B-737-200,None,10/13/01 0:00,No damage,8,Small,Some Cloud,0,Yes
212403,HAWAIIAN AIR,Hawaii,B-717-200,None,10/14/01 0:00,No damage,9,Small,Some Cloud,0,No
213755,US AIRWAYS*,Florida,A-319,None,10/15/01 0:00,No damage,10,Small,Some Cloud,"4,700",No
210162,EXECUTIVE JET AVIATION,California,HAWKER 1000,Precautionary Landing,10/16/01 0:00,Caused damage,6,Medium,Overcast,0,No
211200,SOUTHWEST AIRLINES,Texas,B-737-300,None,10/16/01 0:00,No damage,2,Small,No Cloud,0,Yes
212010,BUSINESS,Florida,PA-31 NAVAJO,None,10/17/01 0:00,No damage,7,Small,Some Cloud,0,No
212347,PRIVATELY OWNED,California,PA-30 TWIN COMANCHE,None,10/18/01 0:00,No damage,3,Small,Some Cloud,100,No
210803,FRONTIER AIRLINES,Colorado,B-737,None,10/21/01 0:00,No damage,6,Small,No Cloud,"1,000",Yes
215064,BUSINESS,Massachusetts,LEARJET-35,None,10/22/01 0:00,No damage,7,Small,Some Cloud,0,No
214003,NORTHWEST AIRLINES,Indiana,DC-9-30,None,10/24/01 0:00,No damage,4,Small,Some Cloud,0,No
210049,SOUTHWEST AIRLINES,Missouri,B-737-300,None,10/25/01 0:00,No damage,5,Medium,No Cloud,800,Yes
211438,ATLANTIC COAST AIRLINES,Indiana,CL-RJ100/200,None,10/26/01 0:00,No damage,10,Small,Overcast,200,No
209683,COMAIR AIRLINES,Minnesota,CL-RJ100/200,None,10/27/01 0:00,No damage,3,Large,Some Cloud,"3,000",No
206834,BUSINESS,Nebraska,LEARJET-35,None,11/1/01 0:00,No damage,7,Small,No Cloud,500,No
216592,PRIVATELY OWNED,Texas,C-172,None,11/2/01 0:00,No damage,6,Small,Some Cloud,50,No
206975,BUSINESS,Florida,LOCKHEED 1329,None,11/2/01 0:00,Caused damage,6,Medium,Some Cloud,"1,600",No
213242,SOUTHWEST AIRLINES,Connecticut,B-737-300,None,11/3/01 0:00,No damage,6,Small,Some Cloud,10,Yes
210005,SOUTHWEST AIRLINES,Arkansas,B-737-200,None,11/3/01 0:00,Caused damage,8,Large,Overcast,"2,700",Yes
213799,ABX AIR,Ohio,B-767-200,None,11/3/01 0:00,Caused damage,10,Medium,No Cloud,700,Yes
209542,PRIVATELY OWNED,Illinois,PA-28,None,11/4/01 0:00,No damage,5,Small,No Cloud,75,No
211528,DELTA AIR LINES,Kentucky,B-767-300,None,11/4/01 0:00,No damage,4,Small,No Cloud,500,Yes
208658,US AIRWAYS*,Connecticut,A-319,None,11/5/01 0:00,No damage,6,Small,No Cloud,0,No
210593,PRIVATELY OWNED,California,C-182 SKYLAN,None,11/5/01 0:00,No damage,7,Small,No Cloud,10,No
212653,PRIVATELY OWNED,California,C-172,None,11/5/01 0:00,No damage,3,Small,Some Cloud,0,No
7050,MILITARY,Texas,T-38A,Precautionary Landing,11/6/01 0:00,No damage,9,Small,No Cloud,400,No
212532,PRIVATELY OWNED,California,C-150,None,11/8/01 0:00,Caused damage,3,Small,Some Cloud,0,No
215943,FEDEX EXPRESS,Indiana,MD-11,None,11/8/01 0:00,No damage,8,Large,Some Cloud,75,No
210501,BUSINESS,Rhode Island,DHC8 DASH 8,None,11/12/01 0:00,No damage,2,Large,Some Cloud,500,No
214956,PRIVATELY OWNED,California,C-152,None,11/13/01 0:00,No damage,3,Small,Some Cloud,0,No
213200,BUSINESS,Massachusetts,CL-601/604,None,11/13/01 0:00,No damage,6,Small,Some Cloud,0,No
216200,AMERICAN EAGLE AIRLINES,Massachusetts,SAAB-340,None,11/14/01 0:00,No damage,2,Small,No Cloud,150,No
212070,DELTA AIR LINES,Massachusetts,B-737-200,Other,11/14/01 0:00,No damage,9,Small,No Cloud,0,Yes
206200,UNKNOWN,Illinois,PILATUS PC12,None,11/16/01 0:00,No damage,5,Large,No Cloud,100,No
214522,BUSINESS,California,C-172,None,11/16/01 0:00,No damage,5,Small,Overcast,0,No
212202,AMERICAN EAGLE AIRLINES,Massachusetts,EMB-135,Aborted Take-off,11/18/01 0:00,No damage,6,Small,No Cloud,0,No
209309,GOVERNMENT,Arizona,C-182 SKYLAN,None,11/25/01 0:00,No damage,3,Small,Some Cloud,50,No
214494,AMERICAN EAGLE AIRLINES,Texas,SAAB-340,None,11/26/01 0:00,No damage,4,Small,No Cloud,0,No
208638,PSA AIRLINES,Pennsylvania,DORNIER 328,Precautionary Landing,11/27/01 0:00,No damage,10,Small,Overcast,200,No
212211,ALLEGHENYAIRLINES,New York,DHC8 DASH 8,Aborted Take-off,11/28/01 0:00,No damage,2,Small,Overcast,0,No
214067,BUSINESS,Michigan,C-310,Precautionary Landing,11/30/01 0:00,Caused damage,5,Large,Overcast,200,No
212226,EXECUTIVE JET MGMNT,Texas,DA-50 FALCON,None,12/1/01 0:00,Caused damage,3,Medium,Overcast,400,No
206849,UPS AIRLINES,Texas,B-767-200,Precautionary Landing,12/4/01 0:00,No damage,5,Medium,Some Cloud,100,Yes
207900,UPS AIRLINES,Kentucky,B-747,None,12/5/01 0:00,No damage,7,Small,Some Cloud,0,No
211248,BRITISH AIRWAYS,Texas,B-777-200,None,12/5/01 0:00,No damage,6,Small,Overcast,0,No
208916,AMERICAN AIRLINES,Texas,MD-80,None,12/5/01 0:00,No damage,3,Small,Overcast,0,No
214455,US AIRWAYS*,DC,B-737-300,None,12/11/01 0:00,Caused damage,8,Large,No Cloud,500,Yes
214213,ABX AIR,Virginia,DC-9-40,None,12/13/01 0:00,No damage,9,Large,Overcast,50,No
207142,AMERICAN EAGLE AIRLINES,Texas,SAAB-340,Aborted Take-off,12/14/01 0:00,No damage,3,Small,Some Cloud,0,No
208949,US AIRWAYS*,Illinois,B-737-300,None,12/14/01 0:00,No damage,2,Small,Overcast,272,Yes
215663,MESABA AIRLINES,Missouri,SAAB-340,None,12/15/01 0:00,No damage,8,Small,Some Cloud,0,No
211541,AMERICAN AIRLINES,Texas,B-727,None,12/16/01 0:00,No damage,2,Medium,Overcast,100,No
212709,AMERICAN AIRLINES,Texas,FOKKER F100,None,12/18/01 0:00,No damage,9,Medium,Some Cloud,20,No
